epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
179,4861.66,0.41894,0.26761,0.88666,0.96338,0.90321,0.96094,0.90446,0.27989,0.32378,0.86162,0.0001189,0.0001189,0.0001189
180,4871.85,0.41407,0.2657,0.88314,0.96019,0.91845,0.95592,0.9011,0.28197,0.31737,0.86719,0.00011395,0.00011395,0.00011395
181,4882.02,0.41223,0.264,0.88831,0.95095,0.91529,0.95433,0.90344,0.27468,0.31487,0.86266,0.000109,0.000109,0.000109
182,4892.17,0.40286,0.26228,0.87914,0.94641,0.92704,0.95911,0.90864,0.26881,0.31137,0.8601,0.00010405,0.00010405,0.00010405
183,4902.34,0.40595,0.267,0.8775,0.96339,0.90352,0.95785,0.9101,0.27498,0.31649,0.86265,9.91e-05,9.91e-05,9.91e-05
184,4912.5,0.41222,0.26704,0.88975,0.93516,0.91416,0.94837,0.89734,0.28007,0.35248,0.86171,9.415e-05,9.415e-05,9.415e-05
185,4922.66,0.4064,0.26484,0.8802,0.93449,0.91827,0.95073,0.89956,0.28087,0.35336,0.86312,8.92e-05,8.92e-05,8.92e-05
186,4932.85,0.40735,0.26502,0.87466,0.95867,0.89598,0.95051,0.89926,0.27697,0.35551,0.86012,8.425e-05,8.425e-05,8.425e-05
187,4943.11,0.39834,0.26103,0.87847,0.94778,0.90558,0.94894,0.89706,0.26504,0.32981,0.84925,7.93e-05,7.93e-05,7.93e-05
188,4953.34,0.39389,0.25807,0.88455,0.94718,0.90558,0.9527,0.90206,0.2673,0.33298,0.85329,7.435e-05,7.435e-05,7.435e-05
189,4963.56,0.39773,0.25806,0.88008,0.95858,0.89392,0.94768,0.90347,0.26552,0.3272,0.85115,6.94e-05,6.94e-05,6.94e-05
190,4973.8,0.3987,0.25811,0.87941,0.96751,0.89453,0.95514,0.90693,0.26355,0.32502,0.85112,6.445e-05,6.445e-05,6.445e-05
191,4984.89,0.39382,0.25811,0.87851,0.96746,0.89329,0.95305,0.907,0.26132,0.32444,0.85167,5.95e-05,5.95e-05,5.95e-05
192,4995.14,0.38976,0.25689,0.87567,0.96322,0.89923,0.95485,0.9074,0.26134,0.32126,0.85029,5.455e-05,5.455e-05,5.455e-05
193,5005.35,0.39032,0.25367,0.87693,0.95639,0.897,0.95304,0.90769,0.26639,0.32273,0.85121,4.96e-05,4.96e-05,4.96e-05
194,5015.56,0.38265,0.25428,0.86535,0.95353,0.90558,0.95555,0.90843,0.26913,0.33687,0.85525,4.465e-05,4.465e-05,4.465e-05
195,5025.77,0.39033,0.25519,0.87524,0.96752,0.89493,0.95592,0.9104,0.26256,0.33029,0.85488,3.97e-05,3.97e-05,3.97e-05
196,5035.99,0.37727,0.24725,0.86634,0.97164,0.8927,0.95493,0.90859,0.26351,0.32846,0.8543,3.475e-05,3.475e-05,3.475e-05
197,5046.21,0.38633,0.25073,0.87064,0.95886,0.90036,0.9541,0.90853,0.26432,0.335,0.85421,2.98e-05,2.98e-05,2.98e-05
198,5056.4,0.38358,0.25123,0.87084,0.96197,0.897,0.95217,0.90774,0.26776,0.34685,0.85697,2.485e-05,2.485e-05,2.485e-05
199,5066.61,0.38884,0.25457,0.87768,0.96313,0.89683,0.95172,0.90663,0.26582,0.33869,0.85436,1.99e-05,1.99e-05,1.99e-05
200,5076.81,0.37799,0.24817,0.87541,0.96691,0.897,0.9517,0.9062,0.26644,0.3398,0.85534,1.495e-05,1.495e-05,1.495e-05
