               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 167,            0.018182,           0.0088456,                   0,             0.93958,             0.93433,             0.96646,             0.87439,            0.011091,           0.0035005,                   0,           0.0001783,           0.0001783,           0.0001783
                 168,            0.017936,           0.0081181,                   0,             0.94495,             0.93133,             0.96949,             0.88772,            0.010786,           0.0033147,                   0,          0.00017335,          0.00017335,          0.00017335
                 169,            0.018417,           0.0083302,                   0,             0.95888,              0.9485,              0.9756,             0.89641,            0.010532,           0.0032487,                   0,           0.0001684,           0.0001684,           0.0001684
                 170,            0.018701,           0.0085728,                   0,             0.95641,             0.94157,             0.97285,             0.89047,            0.010492,           0.0033106,                   0,          0.00016345,          0.00016345,          0.00016345
                 171,            0.018121,           0.0082654,                   0,             0.96883,             0.93379,             0.96953,             0.89113,            0.010719,           0.0032448,                   0,           0.0001585,           0.0001585,           0.0001585
                 172,            0.018805,           0.0082963,                   0,             0.95658,             0.94545,             0.97381,             0.89971,            0.010353,           0.0032119,                   0,          0.00015355,          0.00015355,          0.00015355
                 173,            0.017891,           0.0085991,                   0,             0.94685,             0.91845,             0.97083,             0.89122,            0.010372,           0.0033223,                   0,           0.0001486,           0.0001486,           0.0001486
                 174,            0.018809,           0.0087431,                   0,             0.96862,             0.92746,              0.9776,             0.89517,            0.010351,           0.0032347,                   0,          0.00014365,          0.00014365,          0.00014365
                 175,            0.018365,           0.0085107,                   0,             0.94746,             0.92882,             0.97381,             0.88187,            0.010644,           0.0033552,                   0,           0.0001387,           0.0001387,           0.0001387
                 176,            0.018278,           0.0081461,                   0,             0.96554,             0.93562,             0.98122,             0.89443,            0.010269,           0.0032225,                   0,          0.00013375,          0.00013375,          0.00013375
                 177,            0.018566,           0.0079945,                   0,             0.96766,             0.93562,             0.97505,             0.89688,            0.010338,           0.0032662,                   0,           0.0001288,           0.0001288,           0.0001288
                 178,            0.017367,           0.0081542,                   0,             0.95322,             0.93562,             0.96906,             0.88773,            0.010534,           0.0031954,                   0,          0.00012385,          0.00012385,          0.00012385
                 179,            0.017607,           0.0080093,                   0,             0.94321,             0.95279,             0.97884,             0.89288,            0.010426,            0.003255,                   0,           0.0001189,           0.0001189,           0.0001189
                 180,            0.017923,           0.0085344,                   0,             0.97524,             0.94421,             0.97781,             0.89554,            0.010268,           0.0031523,                   0,          0.00011395,          0.00011395,          0.00011395
                 181,            0.017765,           0.0075941,                   0,             0.95654,             0.94456,             0.98002,             0.90003,             0.01042,           0.0032984,                   0,            0.000109,            0.000109,            0.000109
                 182,            0.017668,           0.0083355,                   0,             0.96433,             0.93991,             0.97503,             0.89344,            0.010437,           0.0032669,                   0,          0.00010405,          0.00010405,          0.00010405
                 183,            0.017272,           0.0078814,                   0,             0.96247,             0.93562,             0.97483,             0.89001,            0.010502,            0.003215,                   0,            9.91e-05,            9.91e-05,            9.91e-05
                 184,            0.017915,           0.0078917,                   0,             0.95797,             0.93991,             0.97584,             0.90064,            0.010243,           0.0031334,                   0,           9.415e-05,           9.415e-05,           9.415e-05
                 185,            0.018194,           0.0080217,                   0,             0.94609,             0.93991,             0.97324,             0.88888,            0.010254,           0.0032992,                   0,            8.92e-05,            8.92e-05,            8.92e-05
                 186,            0.017453,           0.0079699,                   0,             0.94773,             0.93562,             0.97732,             0.88158,            0.010444,            0.003329,                   0,           8.425e-05,           8.425e-05,           8.425e-05
                 187,            0.017959,           0.0080356,                   0,             0.94799,             0.93562,             0.97333,             0.89217,            0.010429,           0.0032121,                   0,            7.93e-05,            7.93e-05,            7.93e-05
                 188,            0.017422,           0.0080851,                   0,             0.94692,             0.93133,               0.975,             0.89211,            0.010282,           0.0033152,                   0,           7.435e-05,           7.435e-05,           7.435e-05
                 189,            0.018055,           0.0083278,                   0,             0.97765,             0.93866,             0.97652,             0.88961,             0.01032,           0.0032158,                   0,            6.94e-05,            6.94e-05,            6.94e-05
                 190,            0.016935,           0.0075981,                   0,             0.95178,             0.93181,             0.97867,             0.89896,            0.010224,           0.0032111,                   0,           6.445e-05,           6.445e-05,           6.445e-05
                 191,            0.017483,           0.0077463,                   0,             0.96514,             0.92275,             0.97503,             0.89824,            0.010208,           0.0032341,                   0,            5.95e-05,            5.95e-05,            5.95e-05
                 192,             0.01742,           0.0075761,                   0,             0.96684,             0.93562,             0.97193,             0.89246,            0.010366,           0.0032785,                   0,           5.455e-05,           5.455e-05,           5.455e-05
                 193,            0.017033,           0.0077671,                   0,             0.96851,             0.92387,             0.97179,             0.89311,            0.010296,           0.0032859,                   0,            4.96e-05,            4.96e-05,            4.96e-05
                 194,            0.017267,           0.0079725,                   0,             0.97586,             0.93562,             0.97928,             0.89643,            0.010176,           0.0032302,                   0,           4.465e-05,           4.465e-05,           4.465e-05
                 195,            0.017488,           0.0082549,                   0,             0.98013,             0.93133,             0.98008,             0.89862,            0.010185,           0.0032446,                   0,            3.97e-05,            3.97e-05,            3.97e-05
                 196,            0.016601,           0.0081295,                   0,             0.97963,             0.92704,              0.9793,             0.89754,            0.010129,           0.0032665,                   0,           3.475e-05,           3.475e-05,           3.475e-05
                 197,             0.01738,           0.0079984,                   0,             0.96912,             0.94273,             0.97567,              0.8944,            0.010161,           0.0032725,                   0,            2.98e-05,            2.98e-05,            2.98e-05
                 198,            0.016778,           0.0076007,                   0,             0.96806,             0.93991,             0.97526,             0.89361,            0.010154,           0.0032848,                   0,           2.485e-05,           2.485e-05,           2.485e-05
                 199,            0.016246,           0.0073425,                   0,             0.96887,             0.93991,             0.97963,             0.89952,            0.010128,           0.0032701,                   0,            1.99e-05,            1.99e-05,            1.99e-05
