               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  48,            0.028729,            0.012294,                   0,             0.95864,             0.88841,             0.95029,             0.75067,            0.017235,           0.0045669,                   0,          0.00076735,          0.00076735,          0.00076735
                  49,            0.027306,            0.011956,                   0,             0.95418,             0.89378,             0.95613,              0.7663,            0.015043,           0.0046199,                   0,           0.0007624,           0.0007624,           0.0007624
                  50,            0.026718,             0.01152,                   0,             0.95411,             0.89231,             0.95342,             0.74841,            0.015824,           0.0055357,                   0,          0.00075745,          0.00075745,          0.00075745
                  51,             0.02813,            0.012176,                   0,             0.90584,             0.86266,             0.93569,             0.72967,            0.015068,           0.0050392,                   0,           0.0007525,           0.0007525,           0.0007525
                  52,            0.028744,            0.012909,                   0,               0.919,             0.92517,             0.95524,             0.78095,            0.014616,           0.0045462,                   0,          0.00074755,          0.00074755,          0.00074755
                  53,            0.027115,            0.011676,                   0,             0.95347,             0.87946,             0.95333,             0.75033,             0.01583,            0.004343,                   0,           0.0007426,           0.0007426,           0.0007426
                  54,            0.028379,            0.012403,                   0,             0.96561,             0.90987,             0.96643,             0.79551,            0.013822,           0.0043808,                   0,          0.00073765,          0.00073765,          0.00073765
                  55,             0.02674,             0.01183,                   0,             0.94169,             0.86266,             0.94882,              0.7745,            0.013896,           0.0045524,                   0,           0.0007327,           0.0007327,           0.0007327
                  56,            0.027419,            0.011989,                   0,             0.98186,             0.91416,             0.96993,             0.75492,            0.014475,           0.0040717,                   0,          0.00072775,          0.00072775,          0.00072775
                  57,            0.026687,            0.011886,                   0,             0.93849,             0.91672,             0.95973,             0.76915,            0.013807,           0.0049752,                   0,           0.0007228,           0.0007228,           0.0007228
                  58,            0.025767,             0.01176,                   0,             0.93928,             0.79663,             0.93152,             0.72548,             0.01519,           0.0052666,                   0,          0.00071785,          0.00071785,          0.00071785
                  59,            0.027686,            0.012183,                   0,             0.91514,             0.92568,             0.95893,             0.77793,            0.013677,           0.0041524,                   0,           0.0007129,           0.0007129,           0.0007129
                  60,            0.026028,            0.011582,                   0,             0.90876,             0.89767,             0.94063,             0.74936,            0.014351,           0.0048015,                   0,          0.00070795,          0.00070795,          0.00070795
                  61,            0.027537,            0.011848,                   0,             0.93315,             0.91845,             0.96969,             0.79629,             0.01362,           0.0041395,                   0,            0.000703,            0.000703,            0.000703
                  62,            0.026457,            0.011913,                   0,             0.91106,             0.92325,             0.95797,             0.73961,            0.014289,            0.004642,                   0,          0.00069805,          0.00069805,          0.00069805
                  63,            0.026421,            0.011439,                   0,             0.94884,             0.87554,              0.9505,              0.7694,            0.014871,            0.004654,                   0,           0.0006931,           0.0006931,           0.0006931
                  64,             0.02625,            0.012242,                   0,             0.89116,             0.91369,             0.94437,             0.77542,            0.013052,           0.0045436,                   0,          0.00068815,          0.00068815,          0.00068815
                  65,             0.02727,            0.012078,                   0,             0.91325,             0.92275,              0.9639,             0.78622,            0.013484,           0.0043227,                   0,           0.0006832,           0.0006832,           0.0006832
                  66,            0.025119,            0.011497,                   0,             0.94402,             0.94082,             0.97244,             0.82602,            0.013225,           0.0039093,                   0,          0.00067825,          0.00067825,          0.00067825
                  67,            0.026006,            0.011212,                   0,              0.9367,             0.88841,             0.95718,             0.75869,            0.014195,           0.0047976,                   0,           0.0006733,           0.0006733,           0.0006733
                  68,            0.025459,            0.010841,                   0,             0.97642,             0.88868,             0.95986,             0.80882,            0.013212,           0.0040518,                   0,          0.00066835,          0.00066835,          0.00066835
                  69,            0.025328,            0.010762,                   0,             0.92991,               0.897,             0.95631,             0.78075,            0.013776,           0.0047798,                   0,           0.0006634,           0.0006634,           0.0006634
                  70,            0.024719,            0.011068,                   0,                0.96,               0.897,             0.97256,             0.82561,            0.012847,           0.0039221,                   0,          0.00065845,          0.00065845,          0.00065845
                  71,            0.025606,              0.0117,                   0,             0.96946,             0.90987,             0.96636,             0.80462,            0.012931,           0.0040291,                   0,           0.0006535,           0.0006535,           0.0006535
                  72,            0.025695,            0.011527,                   0,             0.95911,             0.90613,             0.97022,             0.81099,            0.012725,           0.0039837,                   0,          0.00064855,          0.00064855,          0.00064855
                  73,            0.025411,            0.011371,                   0,             0.92787,             0.93991,             0.96393,             0.79412,            0.013273,           0.0040669,                   0,           0.0006436,           0.0006436,           0.0006436
                  74,            0.025666,            0.011477,                   0,             0.96406,             0.92092,             0.97793,             0.82774,            0.012789,           0.0038664,                   0,          0.00063865,          0.00063865,          0.00063865
                  75,            0.025946,            0.011645,                   0,             0.92695,             0.92587,             0.96129,             0.79234,            0.015158,            0.004318,                   0,           0.0006337,           0.0006337,           0.0006337
                  76,            0.025667,            0.011956,                   0,             0.95303,             0.92704,             0.97185,              0.8074,            0.013027,           0.0039916,                   0,          0.00062875,          0.00062875,          0.00062875
                  77,            0.025761,            0.011394,                   0,             0.96358,             0.90834,             0.97398,               0.791,            0.013178,           0.0041679,                   0,           0.0006238,           0.0006238,           0.0006238
                  78,            0.025092,            0.011768,                   0,             0.97284,             0.92231,             0.97915,             0.81912,            0.012571,           0.0038614,                   0,          0.00061885,          0.00061885,          0.00061885
                  79,            0.024864,            0.011346,                   0,             0.93572,             0.93711,             0.96594,              0.8226,            0.011817,           0.0038077,                   0,           0.0006139,           0.0006139,           0.0006139
                  80,            0.024681,            0.011213,                   0,             0.95549,             0.92132,             0.96434,             0.82009,            0.012008,           0.0041032,                   0,          0.00060895,          0.00060895,          0.00060895
                  81,            0.023808,            0.010738,                   0,             0.95465,             0.91845,             0.96864,              0.8108,            0.013368,           0.0041215,                   0,            0.000604,            0.000604,            0.000604
                  82,            0.024662,            0.010532,                   0,             0.96056,             0.94071,             0.97333,             0.82421,            0.012797,           0.0042455,                   0,          0.00059905,          0.00059905,          0.00059905
                  83,            0.025022,            0.010946,                   0,              0.9647,             0.93844,              0.9795,             0.82371,              0.0124,           0.0036391,                   0,           0.0005941,           0.0005941,           0.0005941
                  84,            0.025167,            0.011737,                   0,             0.97708,             0.93562,             0.97501,             0.82214,            0.012096,           0.0036635,                   0,          0.00058915,          0.00058915,          0.00058915
                  85,            0.025368,            0.010668,                   0,             0.96253,             0.93133,             0.97536,             0.82063,             0.01252,           0.0039006,                   0,           0.0005842,           0.0005842,           0.0005842
                  86,            0.023317,            0.010449,                   0,             0.95132,             0.92264,             0.96911,             0.80091,            0.012922,            0.004221,                   0,          0.00057925,          0.00057925,          0.00057925
                  87,            0.025409,            0.011084,                   0,             0.95805,             0.90987,             0.97205,             0.82245,            0.012469,           0.0038236,                   0,           0.0005743,           0.0005743,           0.0005743
                  88,            0.024711,            0.011128,                   0,              0.9056,             0.90579,             0.96181,             0.81173,            0.012519,           0.0041739,                   0,          0.00056935,          0.00056935,          0.00056935
                  89,            0.024628,            0.010614,                   0,              0.9554,              0.9193,             0.96058,             0.81476,            0.013085,           0.0040644,                   0,           0.0005644,           0.0005644,           0.0005644
                  90,            0.023636,           0.0097587,                   0,             0.95305,             0.90129,             0.96787,             0.80236,            0.013287,           0.0042071,                   0,          0.00055945,          0.00055945,          0.00055945
                  91,            0.024108,            0.010278,                   0,             0.97759,             0.93991,             0.96796,             0.81267,            0.013469,           0.0040422,                   0,           0.0005545,           0.0005545,           0.0005545
                  92,            0.023851,            0.010045,                   0,             0.95705,             0.93562,             0.96737,             0.81923,            0.012955,           0.0039593,                   0,          0.00054955,          0.00054955,          0.00054955
                  93,            0.023174,            0.010335,                   0,             0.94814,             0.94167,             0.96875,              0.8066,            0.012738,           0.0038773,                   0,           0.0005446,           0.0005446,           0.0005446
                  94,            0.024142,            0.010653,                   0,             0.97958,             0.92704,              0.9709,             0.81286,            0.012986,           0.0038085,                   0,          0.00053965,          0.00053965,          0.00053965
                  95,            0.023922,            0.011051,                   0,             0.91826,              0.8678,             0.95256,             0.77671,            0.012659,           0.0044684,                   0,           0.0005347,           0.0005347,           0.0005347
                  96,            0.024158,            0.010812,                   0,             0.94247,             0.91405,             0.96031,             0.81877,            0.012474,           0.0039109,                   0,          0.00052975,          0.00052975,          0.00052975
                  97,            0.024151,            0.010878,                   0,             0.94907,             0.93562,             0.96946,             0.83024,            0.012496,           0.0040423,                   0,           0.0005248,           0.0005248,           0.0005248
                  98,            0.023749,            0.010248,                   0,             0.96832,             0.91824,             0.96842,             0.82475,            0.013321,           0.0037686,                   0,          0.00051985,          0.00051985,          0.00051985
                  99,            0.022791,           0.0097116,                   0,             0.92804,             0.94096,             0.97334,             0.80598,            0.012781,           0.0040509,                   0,           0.0005149,           0.0005149,           0.0005149
                 100,            0.023525,            0.010664,                   0,             0.95574,             0.92683,             0.96959,             0.85228,            0.012065,           0.0039971,                   0,          0.00050995,          0.00050995,          0.00050995
                 101,             0.02383,            0.010412,                   0,             0.96365,              0.9101,             0.96315,             0.83259,            0.012854,           0.0043511,                   0,            0.000505,            0.000505,            0.000505
                 102,            0.022859,            0.010098,                   0,             0.97251,             0.91095,             0.97397,             0.82666,            0.012135,           0.0038514,                   0,          0.00050005,          0.00050005,          0.00050005
                 103,            0.022221,            0.009855,                   0,             0.94417,             0.94351,             0.98173,             0.82811,            0.012613,           0.0039231,                   0,           0.0004951,           0.0004951,           0.0004951
                 104,            0.022741,            0.009954,                   0,             0.94803,             0.93991,             0.98195,             0.84905,            0.011736,           0.0037171,                   0,          0.00049015,          0.00049015,          0.00049015
                 105,             0.02258,            0.010657,                   0,             0.97735,             0.92602,             0.97215,             0.84407,            0.011755,           0.0036287,                   0,           0.0004852,           0.0004852,           0.0004852
                 106,            0.023046,            0.010322,                   0,              0.9767,             0.89948,              0.9717,             0.85103,             0.01159,           0.0037325,                   0,          0.00048025,          0.00048025,          0.00048025
                 107,            0.022124,           0.0097919,                   0,             0.96754,             0.89548,             0.97081,             0.84245,            0.012076,           0.0038033,                   0,           0.0004753,           0.0004753,           0.0004753
                 108,            0.022488,            0.010043,                   0,             0.94223,             0.90997,             0.96532,             0.83724,            0.012506,           0.0039856,                   0,          0.00047035,          0.00047035,          0.00047035
                 109,            0.022778,            0.010461,                   0,             0.97254,             0.88841,             0.96938,             0.83906,            0.012015,           0.0036745,                   0,           0.0004654,           0.0004654,           0.0004654
                 110,            0.022418,             0.01003,                   0,             0.90762,             0.92764,             0.96178,             0.79541,            0.013093,           0.0040557,                   0,          0.00046045,          0.00046045,          0.00046045
                 111,            0.021943,            0.010175,                   0,             0.92667,             0.93133,             0.95554,             0.84399,            0.013143,           0.0036906,                   0,           0.0004555,           0.0004555,           0.0004555
                 112,            0.022546,           0.0096571,                   0,             0.97828,             0.90129,              0.9725,             0.86133,            0.011751,           0.0036333,                   0,          0.00045055,          0.00045055,          0.00045055
                 113,            0.022355,           0.0096339,                   0,              0.9819,             0.93118,              0.9783,              0.8629,            0.011914,           0.0035404,                   0,           0.0004456,           0.0004456,           0.0004456
                 114,            0.022153,            0.010095,                   0,             0.94845,             0.95708,             0.97423,              0.8523,            0.011875,           0.0035307,                   0,          0.00044065,          0.00044065,          0.00044065
                 115,            0.022711,            0.010999,                   0,             0.95048,             0.93991,             0.96831,             0.84708,            0.011615,           0.0037224,                   0,           0.0004357,           0.0004357,           0.0004357
                 116,            0.021617,           0.0095699,                   0,             0.95171,             0.93052,             0.97282,             0.84237,            0.011857,           0.0035501,                   0,          0.00043075,          0.00043075,          0.00043075
                 117,            0.021226,           0.0092648,                   0,             0.97321,             0.93546,             0.97799,             0.86176,            0.011715,           0.0035074,                   0,           0.0004258,           0.0004258,           0.0004258
                 118,            0.022153,            0.010206,                   0,              0.9777,             0.94093,             0.97588,              0.8621,            0.011667,           0.0037515,                   0,          0.00042085,          0.00042085,          0.00042085
                 119,            0.022346,           0.0098606,                   0,             0.98196,             0.93446,             0.97239,             0.83634,            0.012748,           0.0034838,                   0,           0.0004159,           0.0004159,           0.0004159
                 120,            0.022999,            0.009932,                   0,             0.93524,             0.90558,             0.97341,             0.85698,            0.011195,           0.0035514,                   0,          0.00041095,          0.00041095,          0.00041095
                 121,            0.021584,           0.0096095,                   0,             0.93418,             0.91371,              0.9692,             0.82788,            0.011778,           0.0037901,                   0,            0.000406,            0.000406,            0.000406
                 122,            0.021234,           0.0093594,                   0,             0.97706,             0.91384,              0.9739,             0.85141,            0.011615,           0.0037903,                   0,          0.00040105,          0.00040105,          0.00040105
                 123,            0.021146,           0.0092727,                   0,             0.94734,             0.92651,             0.97386,             0.85207,             0.01142,           0.0036308,                   0,           0.0003961,           0.0003961,           0.0003961
                 124,            0.020861,           0.0094616,                   0,             0.92804,             0.93562,             0.96698,             0.84361,            0.011989,           0.0037297,                   0,          0.00039115,          0.00039115,          0.00039115
                 125,             0.02087,           0.0096353,                   0,             0.91197,             0.93371,             0.95923,             0.85119,            0.011649,            0.004042,                   0,           0.0003862,           0.0003862,           0.0003862
                 126,            0.021583,           0.0098144,                   0,             0.94303,             0.93991,              0.9753,             0.86426,            0.011465,           0.0034655,                   0,          0.00038125,          0.00038125,          0.00038125
                 127,            0.020422,           0.0092078,                   0,             0.93183,             0.93133,             0.97342,             0.85666,            0.011369,           0.0034641,                   0,           0.0003763,           0.0003763,           0.0003763
                 128,            0.019824,           0.0092346,                   0,             0.97722,             0.92067,             0.97677,             0.86045,            0.011046,           0.0036289,                   0,          0.00037135,          0.00037135,          0.00037135
                 129,            0.021332,           0.0098247,                   0,             0.97508,             0.93133,             0.97486,             0.87488,            0.010942,           0.0035333,                   0,           0.0003664,           0.0003664,           0.0003664
                 130,            0.020978,           0.0090718,                   0,             0.95531,             0.91749,             0.96674,             0.85872,            0.011287,            0.003664,                   0,          0.00036145,          0.00036145,          0.00036145
                 131,            0.020319,            0.010037,                   0,             0.96387,             0.91592,             0.96893,             0.87368,            0.010862,           0.0035705,                   0,           0.0003565,           0.0003565,           0.0003565
                 132,            0.021083,            0.010033,                   0,             0.94991,             0.93991,             0.97311,             0.85922,            0.011424,           0.0036068,                   0,          0.00035155,          0.00035155,          0.00035155
                 133,            0.020559,           0.0091918,                   0,             0.95864,             0.91845,             0.97376,             0.85277,            0.011443,           0.0036208,                   0,           0.0003466,           0.0003466,           0.0003466
                 134,            0.020597,           0.0092778,                   0,             0.92523,              0.9485,             0.97528,             0.85448,            0.011308,           0.0037646,                   0,          0.00034165,          0.00034165,          0.00034165
                 135,            0.020914,           0.0095503,                   0,             0.95265,             0.95279,             0.97018,             0.86612,            0.012029,           0.0035685,                   0,           0.0003367,           0.0003367,           0.0003367
                 136,            0.020695,           0.0092088,                   0,             0.95757,              0.9485,             0.97804,             0.86945,             0.01143,           0.0035445,                   0,          0.00033175,          0.00033175,          0.00033175
                 137,            0.021073,           0.0091375,                   0,             0.97894,             0.92275,               0.971,             0.86817,            0.011604,           0.0037967,                   0,           0.0003268,           0.0003268,           0.0003268
                 138,            0.020884,           0.0096316,                   0,             0.96203,             0.92275,             0.96907,              0.8843,            0.010871,           0.0035118,                   0,          0.00032185,          0.00032185,          0.00032185
                 139,            0.019684,            0.008894,                   0,              0.9557,             0.95279,             0.97788,             0.86594,            0.011358,           0.0034892,                   0,           0.0003169,           0.0003169,           0.0003169
                 140,            0.020677,           0.0091682,                   0,             0.93832,             0.92704,             0.97046,             0.87231,            0.011455,           0.0035179,                   0,          0.00031195,          0.00031195,          0.00031195
                 141,             0.01995,           0.0090353,                   0,             0.96536,             0.92275,              0.9759,             0.85944,            0.011275,           0.0036634,                   0,            0.000307,            0.000307,            0.000307
                 142,            0.019355,           0.0086243,                   0,             0.97733,             0.93562,             0.97248,             0.87517,            0.011222,           0.0035083,                   0,          0.00030205,          0.00030205,          0.00030205
                 143,            0.019987,           0.0097023,                   0,             0.98115,             0.89354,             0.97715,             0.87042,            0.011097,           0.0035702,                   0,           0.0002971,           0.0002971,           0.0002971
                 144,            0.020314,           0.0089181,                   0,             0.96842,             0.92118,             0.97363,             0.86525,            0.011306,           0.0034466,                   0,          0.00029215,          0.00029215,          0.00029215
                 145,            0.019621,           0.0086856,                   0,             0.96487,             0.94314,             0.97437,             0.87036,            0.011187,            0.003489,                   0,           0.0002872,           0.0002872,           0.0002872
                 146,            0.020406,           0.0095642,                   0,             0.95611,             0.93562,             0.97551,              0.8761,            0.010769,           0.0034307,                   0,          0.00028225,          0.00028225,          0.00028225
                 147,            0.019399,           0.0090624,                   0,             0.94062,             0.95175,             0.97559,             0.87901,            0.010874,           0.0033104,                   0,           0.0002773,           0.0002773,           0.0002773
                 148,             0.01975,           0.0086676,                   0,             0.96475,             0.93967,             0.97881,             0.89164,            0.010906,           0.0033476,                   0,          0.00027235,          0.00027235,          0.00027235
                 149,            0.019426,           0.0085855,                   0,             0.96169,             0.93133,             0.97754,             0.87143,            0.010832,           0.0033379,                   0,           0.0002674,           0.0002674,           0.0002674
                 150,            0.019796,           0.0089057,                   0,             0.95977,             0.92148,             0.96698,             0.87077,            0.010867,           0.0034289,                   0,          0.00026245,          0.00026245,          0.00026245
                 151,            0.019554,           0.0086998,                   0,             0.97193,             0.94421,             0.97363,             0.88301,            0.011064,           0.0033586,                   0,           0.0002575,           0.0002575,           0.0002575
                 152,            0.018838,           0.0086443,                   0,             0.98175,             0.92704,             0.97253,             0.88186,            0.010762,           0.0035986,                   0,          0.00025255,          0.00025255,          0.00025255
                 153,            0.020403,           0.0092863,                   0,             0.96466,             0.93714,             0.97673,             0.88507,            0.010667,           0.0033182,                   0,           0.0002476,           0.0002476,           0.0002476
                 154,             0.01942,           0.0084981,                   0,              0.9729,             0.92445,             0.97185,             0.88495,            0.010968,           0.0034226,                   0,          0.00024265,          0.00024265,          0.00024265
                 155,            0.019399,           0.0088332,                   0,             0.94025,             0.93991,             0.96321,             0.87067,            0.011031,           0.0035293,                   0,           0.0002377,           0.0002377,           0.0002377
                 156,            0.019428,           0.0090058,                   0,             0.96092,             0.92704,             0.97159,             0.88323,            0.010646,           0.0034676,                   0,          0.00023275,          0.00023275,          0.00023275
                 157,             0.01867,           0.0084527,                   0,             0.96226,             0.92275,             0.97216,             0.88147,            0.010708,           0.0035009,                   0,           0.0002278,           0.0002278,           0.0002278
                 158,            0.018283,           0.0083704,                   0,             0.96422,             0.92275,             0.97462,             0.88277,            0.010742,           0.0034065,                   0,          0.00022285,          0.00022285,          0.00022285
                 159,            0.019845,           0.0092134,                   0,             0.96057,             0.94099,             0.97834,             0.88144,            0.010802,           0.0033735,                   0,           0.0002179,           0.0002179,           0.0002179
                 160,            0.018548,           0.0086694,                   0,             0.97709,             0.91525,             0.97352,             0.87485,            0.010637,           0.0034391,                   0,          0.00021295,          0.00021295,          0.00021295
                 161,            0.018608,           0.0091041,                   0,             0.97341,             0.94268,             0.97553,             0.87199,            0.011191,           0.0033741,                   0,            0.000208,            0.000208,            0.000208
                 162,            0.018324,           0.0084533,                   0,             0.95686,             0.95205,             0.97977,              0.8894,            0.010588,           0.0033394,                   0,          0.00020305,          0.00020305,          0.00020305
                 163,            0.018571,           0.0081436,                   0,             0.97783,              0.9465,             0.97836,             0.88975,            0.010678,           0.0032701,                   0,           0.0001981,           0.0001981,           0.0001981
                 164,            0.019032,           0.0083593,                   0,             0.96464,             0.93662,             0.97524,             0.88747,            0.010612,            0.003332,                   0,          0.00019315,          0.00019315,          0.00019315
                 165,            0.018634,           0.0083194,                   0,             0.95562,             0.92275,             0.97254,             0.88886,            0.010573,           0.0034253,                   0,           0.0001882,           0.0001882,           0.0001882
                 166,             0.01799,           0.0082247,                   0,             0.96471,             0.93849,             0.96856,             0.87967,            0.010743,           0.0032951,                   0,          0.00018325,          0.00018325,          0.00018325
